id,filename,split,y,a
182,182,2,0,0
183,183,2,0,0
184,184,2,0,0
185,185,2,0,0
186,186,2,0,0
187,187,2,0,0
188,188,2,0,0
189,189,2,0,0
190,190,2,0,0
191,191,2,0,0
192,192,2,0,0
193,193,2,0,0
194,194,2,0,0
195,195,2,0,0
196,196,2,0,0
197,197,2,0,0
198,198,2,0,0
199,199,2,0,0
200,200,2,0,0
201,201,2,0,0
202,202,2,0,0
203,203,2,0,0
204,204,2,0,0
205,205,2,0,0
206,206,2,0,0
207,207,2,0,0
208,208,2,0,0
209,209,2,0,0
210,210,2,0,0
211,211,2,0,0
212,212,2,0,0
213,213,2,0,0
214,214,2,0,0
215,215,2,0,0
216,216,2,0,0
217,217,2,0,0
218,218,2,0,0
219,219,2,0,0
220,220,2,0,0
221,221,2,0,0
222,222,2,0,0
223,223,2,0,0
224,224,2,0,0
225,225,2,0,0
226,226,2,0,0
227,227,2,0,0
228,228,2,0,0
229,229,2,0,0
230,230,2,0,0
231,231,2,0,0
232,232,2,0,0
233,233,2,0,0
234,234,2,0,0
235,235,2,0,0
236,236,2,0,0
237,237,2,0,0
238,238,2,0,0
239,239,2,0,0
240,240,2,0,0
241,241,2,0,0
242,242,2,0,0
243,243,2,0,0
244,244,2,1,0
245,245,2,1,0
246,246,2,0,0
247,247,2,0,0
248,248,2,0,0
249,249,2,0,0
250,250,2,0,0
251,251,2,0,0
252,252,2,0,0
253,253,2,0,0
254,254,2,0,0
255,255,2,0,0
256,256,2,1,0
257,257,2,1,0
258,258,2,1,0
259,259,2,1,0
260,260,2,1,0
261,261,2,1,0
262,262,2,0,0
263,263,2,0,0
264,264,2,0,0
265,265,2,0,0
266,266,2,0,0
267,267,2,0,0
268,268,2,0,0
269,269,2,0,0
270,270,2,0,0
271,271,2,0,0
272,272,2,0,0
273,273,2,0,0
274,274,2,0,0
275,275,2,0,0
276,276,2,0,0
277,277,2,0,0
278,278,2,0,0
279,279,2,0,0
280,280,2,0,0
281,281,2,0,0
282,282,2,0,0
283,283,2,0,0
284,284,2,0,0
285,285,2,0,0
286,286,2,0,0
287,287,2,0,0
288,288,2,0,0
289,289,2,0,0
290,290,2,0,0
291,291,2,0,0
292,292,2,0,0
293,293,2,0,0
294,294,2,0,0
295,295,2,0,0
296,296,2,0,0
297,297,2,0,0
298,298,2,0,0
299,299,2,0,0
300,300,2,0,0
301,301,2,0,0
302,302,2,0,0
303,303,2,0,0
304,304,2,0,0
305,305,2,0,0
306,306,2,0,0
307,307,2,0,0
308,308,2,0,0
309,309,2,0,0
310,310,2,1,0
311,311,2,0,0
312,312,2,0,0
313,313,2,0,0
314,314,2,0,0
315,315,2,0,0
316,316,2,0,0
317,317,2,0,0
318,318,2,0,0
319,319,2,0,0
320,320,2,1,0
321,321,2,1,0
322,322,2,1,0
323,323,2,0,0
324,324,2,0,0
325,325,2,0,0
326,326,2,0,0
327,327,2,0,0
328,328,2,0,0
329,329,2,0,0
330,330,2,0,0
331,331,2,0,0
332,332,2,0,0
333,333,2,0,0
334,334,2,0,0
335,335,2,0,0
336,336,2,0,0
337,337,2,0,0
338,338,2,0,0
339,339,2,0,0
340,340,2,0,0
341,341,2,0,0
342,342,2,0,0
343,343,2,0,0
344,344,2,0,0
345,345,2,0,0
346,346,2,0,0
347,347,2,0,0
348,348,2,0,0
349,349,2,0,0
350,350,2,0,0
351,351,2,0,0
352,352,2,1,0
353,353,2,1,0
354,354,2,1,0
355,355,2,1,0
356,356,2,1,0
357,357,2,1,0
358,358,2,0,0
359,359,2,0,0
360,360,2,0,0
361,361,2,0,0
362,362,2,0,0
363,363,2,0,0
364,364,2,1,0
365,365,2,1,0
366,366,2,1,0
367,367,2,1,0
368,368,2,1,0
369,369,2,1,0
370,370,2,0,0
371,371,2,0,0
372,372,2,0,0
373,373,2,0,0
374,374,2,0,0
375,375,2,0,0
376,376,2,0,0
377,377,2,0,0
378,378,2,0,0
379,379,2,0,0
380,380,2,0,0
381,381,2,0,0
382,382,2,0,0
383,383,2,0,0
384,384,2,0,0
385,385,2,0,0
386,386,2,0,0
387,387,2,0,0
388,388,2,0,0
389,389,2,0,0
390,390,2,0,0
391,391,2,0,0
392,392,2,0,0
393,393,2,0,0
394,394,2,0,0
395,395,2,0,0
396,396,2,0,0
397,397,2,0,0
398,398,2,0,0
399,399,2,0,0
400,400,2,0,0
401,401,2,0,0
402,402,2,0,0
403,403,2,0,0
404,404,2,0,0
405,405,2,0,0
406,406,2,0,0
407,407,2,0,0
408,408,2,0,0
409,409,2,1,0
410,410,2,1,0
411,411,2,1,0
412,412,2,1,0
413,413,2,0,0
414,414,2,0,0
415,415,2,0,0
416,416,2,0,0
417,417,2,0,0
418,418,2,0,0
419,419,2,0,0
420,420,2,0,0
421,421,2,0,0
422,422,2,1,0
423,423,2,0,0
424,424,2,0,0
425,425,2,0,0
426,426,2,0,0
427,427,2,0,0
428,428,2,0,0
429,429,2,0,0
430,430,2,0,0
431,431,2,0,0
432,432,2,0,0
433,433,2,0,0
434,434,2,0,0
435,435,2,0,0
436,436,2,0,0
437,437,2,0,0
438,438,2,0,0
439,439,2,0,0
440,440,2,0,0
441,441,2,0,0
442,442,2,0,0
443,443,2,0,0
444,444,2,0,0
445,445,2,0,0
446,446,2,0,0
447,447,2,0,0
448,448,2,0,0
449,449,2,0,0
450,450,2,0,0
451,451,2,0,0
452,452,2,0,0
453,453,2,0,0
454,454,2,0,0
455,455,2,0,0
456,456,2,1,0
457,457,2,1,0
458,458,2,1,0
459,459,2,0,0
460,460,2,0,0
461,461,2,0,0
462,462,2,0,0
463,463,2,0,0
464,464,2,0,0
465,465,2,0,0
466,466,2,0,0
467,467,2,0,0
468,468,2,0,0
469,469,2,0,0
470,470,2,0,0
471,471,2,0,0
472,472,2,0,0
473,473,2,0,0
474,474,2,0,0
475,475,2,0,0
476,476,2,1,0
477,477,2,1,0
478,478,2,1,0
479,479,2,1,0
480,480,2,0,0
481,481,2,0,0
482,482,2,0,0
483,483,2,0,0
484,484,2,0,0
485,485,2,0,0
486,486,2,0,0
487,487,2,0,0
488,488,2,0,0
489,489,2,0,0
490,490,2,0,0
491,491,2,0,0
492,492,2,0,0
493,493,2,0,0
494,494,2,0,0
495,495,2,0,0
496,496,2,0,0
497,497,2,0,0
498,498,2,0,0
499,499,2,0,0
500,500,2,0,0
501,501,2,0,0
502,502,2,0,0
503,503,2,0,0
504,504,2,1,0
505,505,2,0,0
506,506,2,0,0
507,507,2,0,0
508,508,2,0,0
509,509,2,0,0
510,510,2,0,0
511,511,2,0,0
512,512,2,0,0
513,513,2,0,0
514,514,2,0,0
515,515,2,0,0
516,516,2,0,0
517,517,2,0,0
518,518,2,0,0
519,519,2,0,0
520,520,2,0,0
521,521,2,0,0
522,522,2,0,0
523,523,2,0,0
524,524,2,0,0
525,525,2,0,0
526,526,2,0,0
527,527,2,0,0
528,528,2,0,0
529,529,2,0,0
530,530,2,0,0
531,531,2,0,0
532,532,2,0,0
533,533,2,1,0
534,534,2,1,0
535,535,2,0,0
536,536,2,0,0
537,537,2,0,0
538,538,2,0,0
539,539,2,0,0
540,540,2,0,0
541,541,2,0,0
542,542,2,0,0
543,543,2,0,0
544,544,2,1,0
545,545,2,1,0
546,546,2,1,0
547,547,2,1,0
548,548,2,1,0
549,549,2,1,0
550,550,2,1,0
551,551,2,0,0
552,552,2,0,0
553,553,2,0,0
554,554,2,0,0
555,555,2,0,0
556,556,2,0,0
557,557,2,0,0
558,558,2,0,0
559,559,2,0,0
560,560,2,0,0
561,561,2,0,0
562,562,2,1,0
563,563,2,0,0
564,564,2,0,0
565,565,2,0,0
566,566,2,0,0
567,567,2,0,0
568,568,2,0,0
569,569,2,0,0
570,570,2,0,0
571,571,2,0,0
572,572,2,0,0
573,573,2,0,0
574,574,2,0,0
575,575,2,0,0
576,576,2,0,0
577,577,2,0,0
578,578,2,0,0
579,579,2,0,0
580,580,2,0,0
581,581,2,0,0
582,582,2,0,0
583,583,2,0,0
584,584,2,0,0
585,585,2,0,0
586,586,2,0,0
587,587,2,0,0
588,588,2,0,0
589,589,2,0,0
590,590,2,0,0
591,591,2,0,0
592,592,2,0,0
593,593,2,0,0
594,594,2,0,0
595,595,2,0,0
596,596,2,0,0
597,597,2,0,0
598,598,2,0,0
599,599,2,0,0
600,600,2,1,0
601,601,2,1,0
602,602,2,1,0
603,603,2,1,0
604,604,2,1,0
605,605,2,1,0
606,606,2,1,0
607,607,2,0,0
608,608,2,0,0
609,609,2,0,0
610,610,2,0,0
611,611,2,1,0
612,612,2,1,0
613,613,2,1,0
614,614,2,1,0
615,615,2,0,0
616,616,2,0,0
617,617,2,0,0
618,618,2,0,0
619,619,2,0,0
620,620,2,0,0
621,621,2,0,0
622,622,2,0,0
623,623,2,0,0
624,624,2,0,0
625,625,2,0,0
626,626,2,0,0
627,627,2,0,0
628,628,2,0,0
629,629,2,0,0
630,630,2,0,0
631,631,2,0,0
632,632,2,0,0
633,633,2,0,0
634,634,2,0,0
635,635,2,0,0
636,636,2,0,0
637,637,2,0,0
638,638,2,0,0
639,639,2,0,0
640,640,2,0,0
641,641,2,0,0
642,642,2,0,0
643,643,2,0,0
644,644,2,0,0
645,645,2,0,0
646,646,2,0,0
647,647,2,0,0
648,648,2,0,0
649,649,2,0,0
650,650,2,0,0
651,651,2,0,0
652,652,2,0,0
653,653,2,0,0
654,654,2,0,0
655,655,2,0,0
656,656,2,0,0
657,657,2,1,0
658,658,2,1,0
659,659,2,0,0
660,660,2,0,0
661,661,2,0,0
662,662,2,0,0
663,663,2,0,0
664,664,2,0,0
665,665,2,1,0
666,666,2,1,0
667,667,2,0,0
668,668,2,0,0
669,669,2,0,0
670,670,2,0,0
671,671,2,0,0
672,672,2,0,0
673,673,2,0,0
674,674,2,0,0
675,675,2,0,0
676,676,2,0,0
677,677,2,0,0
678,678,2,1,0
679,679,2,1,0
680,680,2,0,0
681,681,2,0,0
682,682,2,0,0
683,683,2,0,0
684,684,2,0,0
685,685,2,0,0
686,686,2,0,0
687,687,2,0,0
688,688,2,0,0
689,689,2,0,0
690,690,2,0,0
691,691,2,0,0
692,692,2,0,0
693,693,2,0,0
694,694,2,0,0
695,695,2,0,0
696,696,2,0,0
697,697,2,0,0
698,698,2,0,0
699,699,2,0,0
700,700,2,0,0
701,701,2,0,0
702,702,2,0,0
703,703,2,0,0
704,704,2,0,0
705,705,2,0,0
706,706,2,1,0
707,707,2,0,0
708,708,2,0,0
709,709,2,0,0
710,710,2,0,0
711,711,2,0,0
712,712,2,0,0
713,713,2,0,0
714,714,2,0,0
715,715,2,0,0
716,716,2,0,0
717,717,2,0,0
718,718,2,0,0
719,719,2,0,0
720,720,2,0,0
721,721,2,0,0
722,722,2,0,0
723,723,2,0,0
724,724,2,0,0
725,725,2,0,0
726,726,2,0,0
727,727,2,0,0
728,728,2,0,0
729,729,2,0,0
730,730,2,0,0
731,731,2,0,0
732,732,2,0,0
733,733,2,0,0
734,734,2,0,0
735,735,2,0,0
736,736,2,0,0
737,737,2,0,0
738,738,2,0,0
739,739,2,0,0
740,740,2,0,0
741,741,2,0,0
742,742,2,0,0
743,743,2,0,0
744,744,2,0,0
745,745,2,0,0
746,746,2,0,0
747,747,2,0,0
748,748,2,0,0
749,749,2,0,0
750,750,2,0,0
751,751,2,0,0
752,752,2,0,0
753,753,2,0,0
754,754,2,0,0
755,755,2,0,0
756,756,2,0,0
757,757,2,1,0
758,758,2,1,0
759,759,2,1,0
760,760,2,1,0
761,761,2,1,0
762,762,2,1,0
763,763,2,0,0
764,764,2,0,0
765,765,2,0,0
766,766,2,1,0
767,767,2,1,0
768,768,2,1,0
769,769,2,0,0
770,770,2,0,0
771,771,2,0,0
772,772,2,0,0
773,773,2,0,0
774,774,2,0,0
775,775,2,0,0
776,776,2,1,0
777,777,2,1,0
778,778,2,1,0
779,779,2,0,0
780,780,2,0,0
781,781,2,0,0
782,782,2,0,0
783,783,2,0,0
784,784,2,0,0
785,785,2,0,0
786,786,2,0,0
787,787,2,0,0
788,788,2,0,0
789,789,2,0,0
790,790,2,0,0
791,791,2,0,0
792,792,2,0,0
793,793,2,0,0
794,794,2,0,0
795,795,2,0,0
796,796,2,0,0
797,797,2,0,0
798,798,2,0,0
799,799,2,0,0
800,800,2,0,0
801,801,2,0,0
802,802,2,1,0
803,803,2,1,0
804,804,2,1,0
805,805,2,0,0
806,806,2,0,0
807,807,2,0,0
808,808,2,0,0
809,809,2,0,0
810,810,2,0,0
811,811,2,0,0
812,812,2,0,0
813,813,2,0,0
814,814,2,0,0
815,815,2,0,0
816,816,2,0,0
817,817,2,0,0
818,818,2,0,0
819,819,2,0,0
820,820,2,0,0
821,821,2,0,0
822,822,2,0,0
823,823,2,0,0
824,824,2,0,0
825,825,2,0,0
826,826,2,0,0
827,827,2,0,0
828,828,2,0,0
829,829,2,1,0
830,830,2,0,0
831,831,2,0,0
832,832,2,0,0
833,833,2,0,0
834,834,2,0,0
835,835,2,0,0
836,836,2,0,0
837,837,2,0,0
838,838,2,0,0
839,839,2,0,0
840,840,2,0,0
841,841,2,0,0
842,842,2,0,0
843,843,2,0,0
844,844,2,0,0
845,845,2,0,0
846,846,2,0,0
847,847,2,0,0
848,848,2,0,0
849,849,2,0,0
850,850,2,0,0
851,851,2,0,0
852,852,2,1,0
853,853,2,0,0
854,854,2,0,0
855,855,2,0,0
856,856,2,0,0
857,857,2,0,0
858,858,2,0,0
859,859,2,0,0
860,860,2,0,0
861,861,2,0,0
862,862,2,0,0
863,863,2,0,0
864,864,2,0,0
865,865,2,0,0
866,866,2,1,1
867,867,2,0,1
868,868,2,1,1
869,869,2,1,1
870,870,2,1,1
871,871,2,0,1
872,872,2,0,1
873,873,2,0,1
874,874,2,1,1
875,875,2,1,1
876,876,2,1,1
877,877,2,0,1
878,878,2,0,1
879,879,2,0,1
880,880,2,1,1
881,881,2,1,1
882,882,2,1,1
883,883,2,1,1
884,884,2,1,1
885,885,2,1,1
886,886,2,1,1
887,887,2,1,1
888,888,2,1,1
889,889,2,1,1
890,890,2,1,1
891,891,2,0,1
892,892,2,1,1
893,893,2,1,1
894,894,2,0,1
895,895,2,1,1
896,896,2,1,1
897,897,2,1,1
898,898,2,1,1
899,899,2,1,1
900,900,2,0,1
901,901,2,1,1
902,902,2,1,1
903,903,2,1,1
904,904,2,0,1
905,905,2,1,1
906,906,2,1,1
907,907,2,0,1
908,908,2,0,1
909,909,2,1,1
910,910,2,1,1
911,911,2,0,1
912,912,2,1,1
913,913,2,1,1
914,914,2,0,1
915,915,2,0,1
916,916,2,0,1
917,917,2,1,1
918,918,2,1,1
919,919,2,1,1
920,920,2,0,1
921,921,2,1,1
922,922,2,1,1
923,923,2,1,1
924,924,2,0,1
925,925,2,1,1
926,926,2,1,1
927,927,2,1,1
928,928,2,1,1
929,929,2,1,1
930,930,2,1,1
931,931,2,1,1
932,932,2,1,1
933,933,2,1,1
934,934,2,1,1
935,935,2,0,1
936,936,2,1,1
937,937,2,1,1
938,938,2,1,1
939,939,2,1,1
940,940,2,1,1
941,941,2,1,1
942,942,2,1,1
943,943,2,1,1
944,944,2,1,1
945,945,2,0,1
946,946,2,1,1
947,947,2,0,1
948,948,2,1,1
949,949,2,0,1
950,950,2,0,1
951,951,2,1,1
952,952,2,1,1
953,953,2,1,1
954,954,2,0,1
955,955,2,0,1
956,956,2,0,1
957,957,2,0,1
958,958,2,0,1
959,959,2,0,1
960,960,2,0,1
961,961,2,0,1
962,962,2,0,1
963,963,2,0,1
964,964,2,0,1
965,965,2,0,1
966,966,2,0,1
967,967,2,0,1
968,968,2,0,1
969,969,2,0,1
970,970,2,0,1
971,971,2,0,1
972,972,2,0,1
973,973,2,0,1
974,974,2,0,1
975,975,2,0,1
976,976,2,0,1
977,977,2,0,1
978,978,2,0,1
979,979,2,0,1
980,980,2,0,1
981,981,2,0,1
982,982,2,0,1
983,983,2,0,1
984,984,2,0,1
985,985,2,0,1
986,986,2,0,1
987,987,2,0,1
988,988,2,0,1
989,989,2,0,1
990,990,2,0,1
991,991,2,0,1
992,992,2,0,1
993,993,2,0,1
994,994,2,0,1
995,995,2,0,1
996,996,2,0,1
997,997,2,0,1
998,998,2,0,1
999,999,2,0,1
1000,1000,2,0,1
1001,1001,2,0,1
1002,1002,2,0,1
1003,1003,2,0,1
1004,1004,2,0,1
1005,1005,2,0,1
1006,1006,2,0,1
1007,1007,2,0,1
1008,1008,2,0,1
1009,1009,2,0,1
1010,1010,2,0,1
1011,1011,2,0,1
1012,1012,2,0,1
1013,1013,2,0,1
1014,1014,2,0,1
1015,1015,2,0,1
1016,1016,2,0,1
1017,1017,2,0,1
1018,1018,2,0,1
1019,1019,2,0,1
1020,1020,2,0,1
1021,1021,2,0,1
1022,1022,2,0,1
1023,1023,2,0,1
1024,1024,2,0,1
1025,1025,2,0,1
1026,1026,2,0,1
1027,1027,2,0,1
1028,1028,2,0,1
1029,1029,2,0,1
1030,1030,2,0,1
1031,1031,2,0,1
1032,1032,2,0,1
1033,1033,2,0,1
1034,1034,2,0,1
1035,1035,2,0,1
1036,1036,2,0,1
1037,1037,2,0,1
1038,1038,2,0,1
1039,1039,2,0,1
1040,1040,2,0,1
1041,1041,2,0,1
1042,1042,2,0,1
1043,1043,2,0,1
1044,1044,2,0,1
1045,1045,2,0,1
1046,1046,2,0,1
1047,1047,2,0,1
1048,1048,2,0,1
1049,1049,2,0,1
1050,1050,2,0,1
1051,1051,2,0,1
1052,1052,2,0,1
1053,1053,2,0,1
1054,1054,2,0,1
1055,1055,2,0,1
1056,1056,2,0,1
1057,1057,2,0,1
1058,1058,2,0,1
1059,1059,2,0,1
1060,1060,2,0,1
1061,1061,2,0,1
1062,1062,2,0,1
1063,1063,2,0,1
1064,1064,2,0,1
1065,1065,2,0,1
1066,1066,2,1,1
1067,1067,2,1,1
1068,1068,2,1,1
1069,1069,2,1,1
1070,1070,2,1,1
1071,1071,2,1,1
1072,1072,2,1,1
1073,1073,2,1,1
1074,1074,2,0,1
1075,1075,2,0,1
1076,1076,2,0,1
1077,1077,2,0,1
1078,1078,2,0,1
1079,1079,2,1,1
1080,1080,2,1,1
1081,1081,2,0,1
1082,1082,2,0,1
1083,1083,2,0,1
1084,1084,2,0,1
1085,1085,2,0,1
1086,1086,2,0,1
1087,1087,2,0,1
1088,1088,2,0,1
1089,1089,2,0,1
1090,1090,2,0,1
1091,1091,2,0,1
1092,1092,2,1,1
1093,1093,2,0,1
1094,1094,2,0,1
1095,1095,2,0,1
1096,1096,2,0,1
1097,1097,2,0,1
1098,1098,2,0,1
1099,1099,2,0,1
1100,1100,2,0,1
1101,1101,2,0,1
1102,1102,2,0,1
1103,1103,2,0,1
1104,1104,2,0,1
1105,1105,2,0,1
1106,1106,2,0,1
1107,1107,2,0,1
1108,1108,2,0,1
1109,1109,2,0,1
1110,1110,2,0,1
1111,1111,2,0,1
1112,1112,2,0,1
1113,1113,2,0,1
1114,1114,2,0,1
1115,1115,2,0,1
1116,1116,2,0,1
1117,1117,2,0,1
1118,1118,2,0,1
1119,1119,2,0,1
1120,1120,2,0,1
1121,1121,2,0,1
1122,1122,2,0,1
1123,1123,2,0,1
1124,1124,2,0,1
1125,1125,2,0,1
1126,1126,2,0,1
1127,1127,2,0,1
1128,1128,2,0,1
1129,1129,2,0,1
1130,1130,2,0,1
1131,1131,2,0,1
1132,1132,2,0,1
1133,1133,2,0,1
1134,1134,2,0,1
1135,1135,2,0,1
1136,1136,2,0,1
1137,1137,2,0,1
1138,1138,2,0,1
1139,1139,2,0,1
1140,1140,2,0,1
1141,1141,2,0,1
1142,1142,2,0,1
1143,1143,2,0,1
1144,1144,2,0,1
1145,1145,2,0,1
1146,1146,2,0,1
1147,1147,2,0,1
1148,1148,2,0,1
1149,1149,2,1,1
1150,1150,2,1,1
1151,1151,2,0,1
1152,1152,2,0,1
1153,1153,2,0,1
1154,1154,2,0,1
1155,1155,2,0,1
1156,1156,2,0,1
1157,1157,2,1,1
1158,1158,2,1,1
1159,1159,2,1,1
1160,1160,2,1,1
1161,1161,2,1,1
1162,1162,2,1,1
1163,1163,2,1,1
1164,1164,2,0,1
1165,1165,2,0,1
1166,1166,2,0,1
1167,1167,2,0,1
1168,1168,2,0,1
1169,1169,2,0,1
1170,1170,2,0,1
1171,1171,2,0,1
1172,1172,2,0,1
1173,1173,2,0,1
1174,1174,2,0,1
1175,1175,2,0,1
1176,1176,2,0,1
1177,1177,2,0,1
1178,1178,2,0,1
1179,1179,2,0,1
1180,1180,2,0,1
1181,1181,2,0,1
1182,1182,2,0,1
1183,1183,2,0,1
1184,1184,2,0,1
1185,1185,2,0,1
1186,1186,2,0,1
1187,1187,2,0,1
1188,1188,2,0,1
1189,1189,2,0,1
1190,1190,2,0,1
1191,1191,2,0,1
1192,1192,2,0,1
1193,1193,2,0,1
1194,1194,2,0,1
1195,1195,2,0,1
1196,1196,2,0,1
1197,1197,2,0,1
1198,1198,2,0,1
1199,1199,2,0,1
1200,1200,2,0,1
1201,1201,2,0,1
1202,1202,2,0,1
1203,1203,2,0,1
1204,1204,2,0,1
1205,1205,2,0,1
1206,1206,2,0,1
1207,1207,2,0,1
1208,1208,2,0,1
1209,1209,2,0,1
1210,1210,2,0,1
1211,1211,2,0,1
1212,1212,2,0,1
1213,1213,2,0,1
1214,1214,2,0,1
1215,1215,2,0,1
1216,1216,2,0,1
1217,1217,2,0,1
1218,1218,2,0,1
1219,1219,2,1,1
1220,1220,2,1,1
1221,1221,2,1,1
1222,1222,2,1,1
1223,1223,2,1,1
1224,1224,2,0,1
1225,1225,2,0,1
1226,1226,2,0,1
1227,1227,2,0,1
1228,1228,2,0,1
1229,1229,2,0,1
1230,1230,2,0,1
1231,1231,2,0,1
1232,1232,2,1,1
1233,1233,2,1,1
1234,1234,2,0,1
1235,1235,2,0,1
1236,1236,2,0,1
1237,1237,2,0,1
1238,1238,2,0,1
1239,1239,2,0,1
1240,1240,2,0,1
1241,1241,2,0,1
1242,1242,2,0,1
1243,1243,2,0,1
1244,1244,2,0,1
1245,1245,2,0,1
1246,1246,2,0,1
1247,1247,2,0,1
1248,1248,2,0,1
1249,1249,2,0,1
1250,1250,2,0,1
1251,1251,2,0,1
1252,1252,2,0,1
1253,1253,2,0,1
1254,1254,2,0,1
1255,1255,2,0,1
1256,1256,2,0,1
1257,1257,2,0,1
1258,1258,2,0,1
1259,1259,2,0,1
1260,1260,2,0,1
1261,1261,2,0,1
1262,1262,2,0,1
1263,1263,2,0,1
1264,1264,2,0,1
1265,1265,2,0,1
1266,1266,2,0,1
1267,1267,2,0,1
1268,1268,2,0,1
1269,1269,2,0,1
1270,1270,2,0,1
1271,1271,2,0,1
1272,1272,2,0,1
1273,1273,2,0,1
1274,1274,2,0,1
1275,1275,2,1,1
1276,1276,2,1,1
1277,1277,2,1,1
1278,1278,2,1,1
1279,1279,2,1,1
1280,1280,2,1,1
1281,1281,2,0,1
1282,1282,2,0,1
1283,1283,2,0,1
1284,1284,2,0,1
1285,1285,2,0,1
1286,1286,2,0,1
1287,1287,2,0,1
1288,1288,2,0,1
1289,1289,2,1,1
1290,1290,2,1,1
1291,1291,2,1,1
1292,1292,2,1,1
1293,1293,2,0,1
1294,1294,2,0,1
1295,1295,2,0,1
1296,1296,2,0,1
1297,1297,2,0,1
1298,1298,2,0,1
1299,1299,2,0,1
1300,1300,2,0,1
1301,1301,2,0,1
1302,1302,2,0,1
1303,1303,2,0,1
1304,1304,2,0,1
1305,1305,2,0,1
1306,1306,2,0,1
1307,1307,2,0,1
1308,1308,2,0,1
1309,1309,2,0,1
1310,1310,2,0,1
1311,1311,2,0,1
1312,1312,2,0,1
1313,1313,2,0,1
1314,1314,2,0,1
1315,1315,2,0,1
1316,1316,2,0,1
1317,1317,2,0,1
1318,1318,2,0,1
1319,1319,2,0,1
1320,1320,2,0,1
1321,1321,2,0,1
1322,1322,2,0,1
1323,1323,2,0,1
1324,1324,2,0,1
1325,1325,2,0,1
1326,1326,2,0,1
1327,1327,2,0,1
1328,1328,2,0,1
1329,1329,2,0,1
1330,1330,2,0,1
