id,filename,split,y,a
791,791,0,1,0
792,792,0,1,0
793,793,0,0,0
794,794,0,1,0
795,795,0,1,0
796,796,0,0,0
797,797,0,1,0
798,798,0,1,1
799,799,0,1,1
800,800,0,0,0
801,801,0,1,0
802,802,0,1,0
803,803,0,1,1
804,804,0,1,0
805,805,0,0,0
806,806,0,0,0
807,807,0,0,1
808,808,0,1,0
809,809,0,1,1
810,810,0,1,1
811,811,0,1,0
812,812,0,1,0
813,813,0,1,0
814,814,0,0,0
815,815,0,1,0
816,816,0,1,1
817,817,0,0,0
818,818,0,1,1
819,819,0,1,1
820,820,0,1,0
821,821,0,1,0
822,822,0,0,0
823,823,0,1,1
824,824,0,1,0
825,825,0,0,1
826,826,0,1,0
827,827,0,1,0
828,828,0,1,1
829,829,0,1,0
830,830,0,1,1
831,831,0,1,1
832,832,0,1,0
833,833,0,1,0
834,834,0,0,0
835,835,0,1,1
836,836,0,1,0
837,837,0,0,1
838,838,0,0,1
839,839,0,0,0
840,840,0,1,0
841,841,0,1,0
842,842,0,1,0
843,843,0,0,1
844,844,0,1,1
845,845,0,1,1
846,846,0,0,1
847,847,0,0,1
848,848,0,1,0
849,849,0,1,1
850,850,0,0,0
851,851,0,1,1
852,852,0,1,0
853,853,0,1,0
854,854,0,1,1
855,855,0,0,1
856,856,0,1,1
857,857,0,1,0
858,858,0,1,1
859,859,0,0,1
860,860,0,1,0
861,861,0,1,1
862,862,0,0,0
863,863,0,0,0
864,864,0,0,1
865,865,0,0,0
866,866,0,1,0
867,867,0,0,1
868,868,0,0,0
869,869,0,1,0
870,870,0,1,0
871,871,0,1,1
872,872,0,1,0
873,873,0,1,0
874,874,0,1,1
875,875,0,1,1
876,876,0,0,1
877,877,0,0,1
878,878,0,1,1
879,879,0,1,0
880,880,0,1,0
881,881,0,1,0
882,882,0,0,0
883,883,0,1,1
884,884,0,0,0
885,885,0,0,1
886,886,0,1,0
887,887,0,0,1
888,888,0,1,0
889,889,0,1,0
890,890,0,1,0
891,891,0,1,0
892,892,0,1,0
893,893,0,1,0
894,894,0,1,1
895,895,0,1,0
896,896,0,1,1
897,897,0,1,1
898,898,0,1,0
899,899,0,1,1
900,900,0,1,1
901,901,0,1,0
902,902,0,1,0
903,903,0,1,0
904,904,0,1,0
905,905,0,0,0
906,906,0,1,1
907,907,0,1,1
908,908,0,0,0
909,909,0,1,1
910,910,0,0,0
911,911,0,1,0
912,912,0,1,1
913,913,0,1,0
914,914,0,1,1
915,915,0,1,1
916,916,0,1,0
917,917,0,1,1
918,918,0,1,0
919,919,0,1,1
920,920,0,0,1
921,921,0,1,1
922,922,0,1,0
923,923,0,1,1
924,924,0,0,1
925,925,0,1,1
926,926,0,0,0
927,927,0,1,0
928,928,0,1,1
929,929,0,1,0
930,930,0,1,0
931,931,0,1,1
932,932,0,0,0
933,933,0,0,1
934,934,0,0,1
935,935,0,0,1
936,936,0,0,1
937,937,0,0,1
938,938,0,0,1
939,939,0,0,0
940,940,0,0,1
941,941,0,0,1
942,942,0,0,1
943,943,0,0,0
944,944,0,0,1
945,945,0,0,1
946,946,0,0,1
947,947,0,0,1
948,948,0,0,1
949,949,0,0,0
950,950,0,0,1
951,951,0,0,1
952,952,0,0,1
953,953,0,0,1
954,954,0,0,0
955,955,0,0,0
956,956,0,0,1
957,957,0,0,1
958,958,0,0,1
959,959,0,0,0
960,960,0,0,1
961,961,0,0,1
962,962,0,0,1
963,963,0,0,1
964,964,0,0,1
965,965,0,0,1
966,966,0,0,1
967,967,0,0,1
968,968,0,0,0
969,969,0,0,1
970,970,0,0,1
971,971,0,0,1
972,972,0,0,1
973,973,0,0,1
974,974,0,0,1
975,975,0,0,1
976,976,0,0,1
977,977,0,0,1
978,978,0,0,1
979,979,0,0,0
980,980,0,0,1
981,981,0,0,1
982,982,0,0,1
983,983,0,0,0
984,984,0,0,1
985,985,0,0,1
986,986,0,0,1
987,987,0,0,1
988,988,0,0,1
989,989,0,0,1
990,990,0,0,1
991,991,0,0,1
992,992,0,0,0
993,993,0,0,1
994,994,0,0,1
995,995,0,0,1
996,996,0,0,1
997,997,0,0,1
998,998,0,0,1
999,999,0,0,1
1000,1000,0,0,1
1001,1001,0,0,1
1002,1002,0,0,1
1003,1003,0,0,1
1004,1004,0,0,1
1005,1005,0,0,1
1006,1006,0,0,1
1007,1007,0,0,1
1008,1008,0,0,1
1009,1009,0,0,0
1010,1010,0,0,1
1011,1011,0,0,1
1012,1012,0,0,1
1013,1013,0,0,0
1014,1014,0,0,1
1015,1015,0,0,1
1016,1016,0,0,0
1017,1017,0,0,0
1018,1018,0,0,0
1019,1019,0,0,1
1020,1020,0,0,0
1021,1021,0,0,1
1022,1022,0,0,1
1023,1023,0,0,1
1024,1024,0,0,1
1025,1025,0,0,0
1026,1026,0,0,1
1027,1027,0,0,0
1028,1028,0,0,1
1029,1029,0,0,1
1030,1030,0,0,1
1031,1031,0,0,1
1032,1032,0,0,1
1033,1033,0,0,1
1034,1034,0,0,1
1035,1035,0,0,1
1036,1036,0,0,0
1037,1037,0,0,1
1038,1038,0,0,1
1039,1039,0,0,1
1040,1040,0,0,0
1041,1041,0,0,1
1042,1042,0,0,1
1043,1043,0,0,1
1044,1044,0,0,1
1045,1045,0,0,1
1046,1046,0,0,1
1047,1047,0,0,1
1048,1048,0,0,0
1049,1049,0,0,0
1050,1050,0,0,0
1051,1051,0,0,1
1052,1052,0,0,1
1053,1053,0,0,1
1054,1054,0,0,1
1055,1055,0,0,1
1056,1056,0,0,1
1057,1057,0,0,0
1058,1058,0,0,1
1059,1059,0,0,1
1060,1060,0,0,1
1061,1061,0,0,1
1062,1062,0,0,0
1063,1063,0,0,1
1064,1064,0,0,0
1065,1065,0,0,1
1066,1066,0,0,1
1067,1067,0,0,0
1068,1068,0,0,1
1069,1069,0,0,1
1070,1070,0,0,1
1071,1071,0,0,0
1072,1072,0,0,1
1073,1073,0,0,1
1074,1074,0,0,1
1075,1075,0,0,1
1076,1076,0,0,1
1077,1077,0,0,1
1078,1078,0,0,1
1079,1079,0,0,0
1080,1080,0,0,1
1081,1081,0,0,1
1082,1082,0,0,0
1083,1083,0,0,1
1084,1084,0,0,1
1085,1085,0,0,1
1086,1086,0,0,1
1087,1087,0,0,1
1088,1088,0,0,1
1089,1089,0,0,1
1090,1090,0,0,1
1091,1091,0,0,1
1092,1092,0,0,1
1093,1093,0,0,1
1094,1094,0,0,0
1095,1095,0,0,1
1096,1096,0,0,1
1097,1097,0,0,1
1098,1098,0,0,1
1099,1099,0,0,1
1100,1100,0,0,1
1101,1101,0,0,1
1102,1102,0,0,1
1103,1103,0,0,0
1104,1104,0,0,1
1105,1105,0,0,1
1106,1106,0,0,1
1107,1107,0,0,0
1108,1108,0,0,1
1109,1109,0,0,1
1110,1110,0,0,1
1111,1111,0,0,1
1112,1112,0,0,1
1113,1113,0,0,1
1114,1114,0,0,0
1115,1115,0,0,0
1116,1116,0,0,1
1117,1117,0,0,1
1118,1118,0,0,1
1119,1119,0,0,1
1120,1120,0,0,1
1121,1121,0,0,1
1122,1122,0,0,1
1123,1123,0,0,1
1124,1124,0,0,1
1125,1125,0,0,1
1126,1126,0,0,0
1127,1127,0,0,1
1128,1128,0,0,1
1129,1129,0,0,1
1130,1130,0,0,1
1131,1131,0,0,0
1132,1132,0,0,1
1133,1133,0,0,1
1134,1134,0,0,1
1135,1135,0,0,0
1136,1136,0,0,1
1137,1137,0,0,1
1138,1138,0,0,1
1139,1139,0,0,1
1140,1140,0,0,1
1141,1141,0,0,1
1142,1142,0,0,0
1143,1143,0,0,1
1144,1144,0,0,1
1145,1145,0,0,1
1146,1146,0,0,1
1147,1147,0,0,1
1148,1148,0,0,1
1149,1149,0,0,1
1150,1150,0,0,1
1151,1151,0,0,0
1152,1152,0,0,1
1153,1153,0,0,1
1154,1154,0,0,1
1155,1155,0,0,0
1156,1156,0,0,1
1157,1157,0,0,1
1158,1158,0,0,1
1159,1159,0,0,1
1160,1160,0,0,1
1161,1161,0,0,1
1162,1162,0,0,1
1163,1163,0,0,1
1164,1164,0,0,1
1165,1165,0,0,1
1166,1166,0,0,1
1167,1167,0,0,1
1168,1168,0,0,1
1169,1169,0,0,1
1170,1170,0,0,0
1171,1171,0,0,0
1172,1172,0,0,1
1173,1173,0,0,1
1174,1174,0,0,1
1175,1175,0,0,0
1176,1176,0,0,1
1177,1177,0,0,1
1178,1178,0,0,1
1179,1179,0,0,1
1180,1180,0,0,1
1181,1181,0,0,0
1182,1182,0,0,1
1183,1183,0,0,0
1184,1184,0,0,1
1185,1185,0,0,1
1186,1186,0,0,1
1187,1187,0,0,1
1188,1188,0,0,1
1189,1189,0,0,1
1190,1190,0,0,1
1191,1191,0,0,1
1192,1192,0,0,1
1193,1193,0,0,0
1194,1194,0,0,1
1195,1195,0,0,1
1196,1196,0,0,1
1197,1197,0,0,1
1198,1198,0,0,1
1199,1199,0,0,1
1200,1200,0,0,1
1201,1201,0,0,0
1202,1202,0,0,1
1203,1203,0,0,1
1204,1204,0,0,1
1205,1205,0,0,1
1206,1206,0,0,0
1207,1207,0,0,1
1208,1208,0,0,1
1209,1209,0,0,0
1210,1210,0,0,1
1211,1211,0,0,1
1212,1212,0,0,1
1213,1213,0,0,1
1214,1214,0,0,1
1215,1215,0,0,1
1216,1216,0,0,1
1217,1217,0,0,1
1218,1218,0,0,0
1219,1219,0,0,1
1220,1220,0,0,1
1221,1221,0,0,0
1222,1222,0,0,0
1223,1223,0,0,1
1224,1224,0,0,1
1225,1225,0,0,1
1226,1226,0,0,1
1227,1227,0,0,1
1228,1228,0,0,1
1229,1229,0,0,1
1230,1230,0,0,1
1231,1231,0,0,1
1232,1232,0,0,1
1233,1233,0,0,1
1234,1234,0,0,1
1235,1235,0,0,1
1236,1236,0,0,1
1237,1237,0,0,1
1238,1238,0,0,1
1239,1239,0,0,0
1240,1240,0,0,0
1241,1241,0,0,1
1242,1242,0,0,1
1243,1243,0,0,1
1244,1244,0,0,1
1245,1245,0,0,1
1246,1246,0,0,1
1247,1247,0,0,1
1248,1248,0,0,1
1249,1249,0,0,0
1250,1250,0,0,1
1251,1251,0,0,1
1252,1252,0,0,1
1253,1253,0,0,1
1254,1254,0,0,1
1255,1255,0,0,1
1256,1256,0,0,1
1257,1257,0,0,1
1258,1258,0,0,1
1259,1259,0,0,1
1260,1260,0,0,1
1261,1261,0,0,1
1262,1262,0,0,1
1263,1263,0,0,0
1264,1264,0,0,1
1265,1265,0,0,1
1266,1266,0,0,1
1267,1267,0,0,1
1268,1268,0,0,1
1269,1269,0,0,1
1270,1270,0,0,1
1271,1271,0,0,1
1272,1272,0,0,1
1273,1273,0,0,0
1274,1274,0,0,1
1275,1275,0,0,1
1276,1276,0,0,1
1277,1277,0,0,1
1278,1278,0,0,1
1279,1279,0,0,1
1280,1280,0,0,1
1281,1281,0,0,0
1282,1282,0,0,0
1283,1283,0,0,1
1284,1284,0,0,0
1285,1285,0,0,0
1286,1286,0,0,1
1287,1287,0,0,0
1288,1288,0,0,1
1289,1289,0,0,1
1290,1290,0,0,1
1291,1291,0,0,0
1292,1292,0,0,1
1293,1293,0,0,0
1294,1294,0,0,1
1295,1295,0,0,0
1296,1296,0,0,0
1297,1297,0,0,1
1298,1298,0,0,1
1299,1299,0,0,1
1300,1300,0,0,1
1301,1301,0,0,1
1302,1302,0,0,1
1303,1303,0,0,0
1304,1304,0,0,0
1305,1305,0,0,1
1306,1306,0,0,1
1307,1307,0,0,1
1308,1308,0,0,1
1309,1309,0,0,1
1310,1310,0,0,1
1311,1311,0,0,0
1312,1312,0,0,1
1313,1313,0,0,1
1314,1314,0,0,1
1315,1315,0,0,1
1316,1316,0,0,1
1317,1317,0,0,1
1318,1318,0,0,1
1319,1319,0,0,1
1320,1320,0,0,1
1321,1321,0,0,1
1322,1322,0,0,1
1323,1323,0,0,1
1324,1324,0,0,1
1325,1325,0,0,1
1326,1326,0,0,1
1327,1327,0,0,1
1328,1328,0,0,1
1329,1329,0,0,1
1330,1330,0,0,1
